,author,title,name,location,ecosystem,date,state,attribute,value
158,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,chla,15.1
159,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,max_depth,6.0
160,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,ph,5.4
161,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,surface_area,36000.0
162,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,tn,499.0
163,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,tp,17.7
164,einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,vegetation_cover,22.3
165,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,31,mississippi; usa,small water bodies or ponds,,,surface_area,5990.0
166,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,21,mississippi; usa,small water bodies or ponds,,,surface_area,8500.0
167,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,23,mississippi; usa,small water bodies or ponds,,,surface_area,5480.0
168,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,24,mississippi; usa,small water bodies or ponds,,,surface_area,4790.0
169,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,29,mississippi; usa,small water bodies or ponds,,,surface_area,3380.0
170,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,28,mississippi; usa,small water bodies or ponds,,,surface_area,3990.0
171,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,25,mississippi; usa,small water bodies or ponds,,,surface_area,4660.0
172,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,27,mississippi; usa,small water bodies or ponds,,,surface_area,2850.0
173,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,26,mississippi; usa,small water bodies or ponds,,,surface_area,1090.0
174,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,22,mississippi; usa,small water bodies or ponds,,,surface_area,3220.0
175,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,30,mississippi; usa,small water bodies or ponds,,,surface_area,1120.0
176,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,20,mississippi; usa,small water bodies or ponds,,,surface_area,1160.0
177,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,64,mississippi; usa,small water bodies or ponds,,,surface_area,3040.0
178,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,32,mississippi; usa,small water bodies or ponds,,,surface_area,2040.0
179,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,52,mississippi; usa,small water bodies or ponds,,,surface_area,830.0
180,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,51,mississippi; usa,small water bodies or ponds,,,surface_area,3340.0
181,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,50,mississippi; usa,small water bodies or ponds,,,surface_area,3260.0
182,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,49,mississippi; usa,small water bodies or ponds,,,surface_area,8080.0
183,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,48,mississippi; usa,small water bodies or ponds,,,surface_area,1580.0
184,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,47,mississippi; usa,small water bodies or ponds,,,surface_area,2210.0
185,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,46,mississippi; usa,small water bodies or ponds,,,surface_area,2650.0
186,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,45,mississippi; usa,small water bodies or ponds,,,surface_area,8480.0
187,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,44,mississippi; usa,small water bodies or ponds,,,surface_area,5540.0
188,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,43,mississippi; usa,small water bodies or ponds,,,surface_area,2440.0
189,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,42,mississippi; usa,small water bodies or ponds,,,surface_area,3020.0
190,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,41,mississippi; usa,small water bodies or ponds,,,surface_area,3510.0
191,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,40,mississippi; usa,small water bodies or ponds,,,surface_area,2720.0
192,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,39,mississippi; usa,small water bodies or ponds,,,surface_area,3540.0
193,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,38,mississippi; usa,small water bodies or ponds,,,surface_area,970.0
194,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,36,mississippi; usa,small water bodies or ponds,,,surface_area,2030.0
195,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,35,mississippi; usa,small water bodies or ponds,,,surface_area,21810.0
196,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,34,mississippi; usa,small water bodies or ponds,,,surface_area,3660.0
197,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,33,mississippi; usa,small water bodies or ponds,,,surface_area,2260.0
198,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,19,mississippi; usa,small water bodies or ponds,,,surface_area,2660.0
199,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,18,mississippi; usa,small water bodies or ponds,,,surface_area,4310.0
200,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,55,mississippi; usa,small water bodies or ponds,,,surface_area,2850.0
201,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,16,mississippi; usa,small water bodies or ponds,,,surface_area,760.0
202,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,66,mississippi; usa,small water bodies or ponds,,,surface_area,14020.0
203,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,63,mississippi; usa,small water bodies or ponds,,,surface_area,6140.0
204,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,62,mississippi; usa,small water bodies or ponds,,,surface_area,1440.0
205,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,54,mississippi; usa,small water bodies or ponds,,,surface_area,4350.0
206,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,61,mississippi; usa,small water bodies or ponds,,,surface_area,8460.0
207,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,60,mississippi; usa,small water bodies or ponds,,,surface_area,4970.0
208,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,59,mississippi; usa,small water bodies or ponds,,,surface_area,600.0
209,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,67,mississippi; usa,small water bodies or ponds,,,surface_area,4790.0
210,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,17,mississippi; usa,small water bodies or ponds,,,surface_area,1730.0
211,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,58,mississippi; usa,small water bodies or ponds,,,surface_area,2540.0
212,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,57,mississippi; usa,small water bodies or ponds,,,surface_area,4180.0
213,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,56,mississippi; usa,small water bodies or ponds,,,surface_area,810.0
214,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,65,mississippi; usa,small water bodies or ponds,,,surface_area,6180.0
215,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,1,mississippi; usa,small water bodies or ponds,,,surface_area,910.0
216,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,68,mississippi; usa,small water bodies or ponds,,,surface_area,6180.0
217,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,3,mississippi; usa,small water bodies or ponds,,,surface_area,5450.0
218,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,15,mississippi; usa,small water bodies or ponds,,,surface_area,11990.0
219,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,14,mississippi; usa,small water bodies or ponds,,,surface_area,2460.0
220,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,13,mississippi; usa,small water bodies or ponds,,,surface_area,2730.0
221,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,12,mississippi; usa,small water bodies or ponds,,,surface_area,630.0
222,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,11,mississippi; usa,small water bodies or ponds,,,surface_area,3810.0
223,yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,10,mississippi; usa,small water bodies or ponds,,,surface_area,15260.0
