author,year,title,journal,citation,author_term,location,pondname,humanbuilt_manipulated,ponduse,landuse,managed,surfacewaterconnectivity,hydroperiod,min_depth_m,max_depth_m,mean_depth_m,min_surfacearea_m2,max_surfacearea_m2,mean_surfacearea_m2,fishpresence,macrophytespresence,macrophytes_percentcover,ph,turbidity_secchi_m,tss_mgpl,doc_mgpl,chla_ugpl,tp_ugpl,tn_ugpl,cond_uspcm
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst16,y,NA,NA,NA,NA,NA,NA,0.6,NA,NA,391,NA,NA,y,NA,7.6,NA,NA,NA,0.57,NA,NA,213
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst17,y,NA,NA,NA,NA,NA,NA,1,NA,NA,255,NA,NA,y,NA,6.8,NA,NA,NA,1.52,NA,NA,226
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst18,y,NA,NA,NA,NA,NA,NA,1.1,NA,NA,72,NA,NA,y,NA,7.2,NA,NA,NA,36.49,NA,NA,106
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst19,y,NA,NA,NA,NA,NA,NA,0.3,NA,NA,269,NA,NA,y,NA,6.3,NA,NA,NA,65.19,NA,NA,279
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst20,y,NA,NA,NA,NA,NA,NA,0.2,NA,NA,64,NA,NA,y,NA,6.7,NA,NA,NA,49.26,NA,NA,430
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst21,y,NA,NA,NA,NA,NA,NA,0.3,NA,NA,50,NA,NA,y,NA,6.2,NA,NA,NA,0.01,NA,NA,134
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst22,y,NA,NA,NA,NA,NA,NA,0.9,NA,NA,131,NA,NA,y,NA,6.3,NA,NA,NA,13.34,NA,NA,765
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst23,y,NA,NA,NA,NA,NA,NA,2.6,NA,NA,98,NA,NA,n,NA,6.5,NA,NA,NA,9.34,NA,NA,189
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst24,y,NA,NA,NA,NA,NA,NA,2.2,NA,NA,79,NA,NA,n,NA,7.2,NA,NA,NA,27.8,NA,NA,275
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst25,y,NA,NA,NA,NA,NA,NA,1,NA,NA,228,NA,NA,n,NA,8.3,NA,NA,NA,98.27,NA,NA,152
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst26,y,NA,NA,NA,NA,NA,NA,0.9,NA,NA,51,NA,NA,n,NA,7.9,NA,NA,NA,7.78,NA,NA,128
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst27,y,NA,NA,NA,NA,NA,NA,0.3,NA,NA,7,NA,NA,n,NA,6.7,NA,NA,NA,0.28,NA,NA,225
zelnik; igor; potisek; mateja; gaberscik; alenka,2012,environmental conditions and macrophytes of karst ponds,polish journal of environmental studies,Zelnik Igor; Potisek Mateja;  Gaberscik Alenka. 2012. Environmental Conditions and Macrophytes of Karst Ponds. Polish Journal of Environmental Studies; 21: 1911-1920. ,karst pond,southwest slovenia,karst28,y,NA,NA,NA,NA,NA,NA,1.3,NA,NA,87,NA,NA,n,NA,6.5,NA,NA,NA,2.24,NA,NA,222
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool1,NA,NA,agricultural,NA,NA,intermittent,NA,0.261,NA,NA,4100,NA,n,y,NA,6.9,NA,0.02,NA,32.3,1489.7,4300,NA
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool2,NA,NA,agricultural,NA,NA,intermittent,NA,0.286,NA,NA,3600,NA,n,y,NA,6.5,NA,0.01,NA,38.5,1014.2,6400,111.4
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool3,NA,NA,agricultural,NA,NA,intermittent,NA,0.27,NA,NA,2700,NA,n,y,NA,7,NA,0.02,NA,44.4,172.2,2400,313.2
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool4,NA,NA,agricultural,NA,NA,intermittent,NA,0.328,NA,NA,3600,NA,n,y,NA,6.4,NA,0.01,NA,14.4,101.7,2800,271.9
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool6,NA,NA,agricultural,NA,NA,intermittent,NA,0.31,NA,NA,29700,NA,n,y,NA,7.5,NA,0.04,NA,99.9,389.3,4100,NA
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool7,NA,NA,agricultural,NA,NA,intermittent,NA,0.26,NA,NA,2900,NA,n,NA,NA,7.8,NA,0.03,NA,123.1,625.1,5300,114.4
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool10,NA,NA,agricultural,NA,NA,intermittent,NA,0.162,NA,NA,2700,NA,n,y,NA,7.3,NA,0.01,NA,14.5,658.8,4500,328.3
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool11,NA,NA,agricultural,NA,NA,intermittent,NA,0.133,NA,NA,220,NA,n,NA,NA,7.2,NA,0.01,NA,14.5,407.9,4500,438.3
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool12,NA,NA,agricultural,NA,NA,intermittent,NA,0.247,NA,NA,190,NA,n,NA,NA,6.7,NA,0.02,NA,19.4,1573.3,4500,402.4
chaichana; ratcha; leah; rick; moss; brian,2011,conservation of pond systems: a case study of intractability; brown moss; uk,hydrobiologia,Chaichana R.; Leah R.; Moss B. 2011. Conservation of pond systems: a case study of intractability Brown Moss UK. Hydrobiologia; 664: 17-33.,pool,northwest england,pool14,NA,NA,agricultural,NA,NA,perennial,NA,0.534,NA,NA,1200,NA,y,NA,NA,7.4,NA,0.05,NA,92.8,351,4100,468.1
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,3fnt,NA,NA,NA,NA,NA,perennial,NA,0.4,NA,NA,NA,NA,y,NA,NA,7.8,1.07,NA,NA,4.8,1001,NA,563
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,bcmb,NA,NA,NA,NA,NA,perennial,NA,0.8,NA,NA,NA,NA,y,NA,NA,8.5,0.47,NA,NA,165.7,389,NA,384
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,beml,NA,NA,NA,NA,NA,perennial,NA,1,NA,NA,NA,NA,y,NA,NA,7.6,1.62,NA,NA,26.9,357,NA,838
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,blkd,NA,NA,NA,NA,NA,perennial,NA,1.4,NA,NA,NA,NA,y,NA,NA,7.8,0.82,NA,NA,5.1,343,NA,1824
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,botn,NA,NA,NA,NA,NA,perennial,NA,0.8,NA,NA,NA,NA,y,NA,NA,8.2,0.43,NA,NA,67.6,317,NA,585
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,brpk,NA,NA,NA,NA,NA,perennial,NA,0.7,NA,NA,NA,NA,y,NA,NA,8.4,1.37,NA,NA,3.9,228,NA,571
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,ckrv,NA,NA,NA,NA,NA,perennial,NA,0.7,NA,NA,NA,NA,y,NA,NA,8.2,0.2,NA,NA,269.7,635,NA,588
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,dens,NA,NA,NA,NA,NA,perennial,NA,0.7,NA,NA,NA,NA,y,NA,NA,8,1.15,NA,NA,42.9,242,NA,412
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,esec,NA,NA,NA,NA,NA,perennial,NA,0.6,NA,NA,NA,NA,y,NA,NA,7.5,1.3,NA,NA,4.6,237,NA,196
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,hoef,NA,NA,NA,NA,NA,perennial,NA,0.8,NA,NA,NA,NA,y,NA,NA,8.1,1.66,NA,NA,4.1,92,NA,322
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,hrt1,NA,NA,NA,NA,NA,perennial,NA,1.1,NA,NA,NA,NA,y,NA,NA,8,1.37,NA,NA,24.9,233,NA,582
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,hrt1,NA,NA,NA,NA,NA,perennial,NA,1.5,NA,NA,NA,NA,y,NA,NA,8,0.85,NA,NA,63.3,298,NA,624
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,ixp1,NA,NA,NA,NA,NA,perennial,NA,1.7,NA,NA,NA,NA,y,NA,NA,8.2,0.59,NA,NA,64.8,136,NA,781
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,ixp2,NA,NA,NA,NA,NA,perennial,NA,1.3,NA,NA,NA,NA,y,NA,NA,8.4,0.42,NA,NA,140.9,306,NA,676
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,leyb-a,NA,NA,NA,NA,NA,perennial,NA,0.6,NA,NA,NA,NA,y,NA,NA,8.6,1.16,NA,NA,212.3,765,NA,562
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,leyb-b,NA,NA,NA,NA,NA,perennial,NA,0.8,NA,NA,NA,NA,y,NA,NA,8.4,1.23,NA,NA,202.5,359,NA,592
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,malu,NA,NA,NA,NA,NA,perennial,NA,1.8,NA,NA,NA,NA,y,NA,NA,8.1,0.82,NA,NA,82.2,236,NA,601
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,mlgr,NA,NA,NA,NA,NA,perennial,NA,1.2,NA,NA,NA,NA,y,NA,NA,8.1,1.29,NA,NA,27,212,NA,516
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,mlkl,NA,NA,NA,NA,NA,perennial,NA,0.9,NA,NA,NA,NA,y,NA,NA,8.3,0.91,NA,NA,85.4,377,NA,495
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,mrcn,NA,NA,NA,NA,NA,perennial,NA,0.5,NA,NA,NA,NA,y,NA,NA,8,0.65,NA,NA,81.3,448,NA,938
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,nrpd1,NA,NA,NA,NA,NA,perennial,NA,0.9,NA,NA,NA,NA,y,NA,NA,8.4,0.65,NA,NA,581.2,1312,NA,576
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,nrpd2,NA,NA,NA,NA,NA,perennial,NA,0.5,NA,NA,NA,NA,y,NA,NA,8.6,0.2,NA,NA,129,752,NA,547
peretyatko; anatoly; teissier; samuel; de backer; sylvia; triest; ludwig,2011,classification trees as a tool for predicting cyanobacterial blooms,hydrobiologia,Peretyatko Anatoly; Teissier Samuel; Backer Sylvia; Triest Ludwig. 2012. Classification trees as a tool for predicting cyanobacterial blooms. Hydrobiologia; 689.,pond,belgium,nrpd4,NA,NA,NA,NA,NA,perennial,NA,0.7,NA,NA,NA,NA,y,NA,NA,8.6,0.32,NA,NA,192.3,566,NA,510
