author,title,name,location,ecosystem,date,state,attribute,value
markova et al.,daphnia diversity in water bodies of the po river basin,pastore i,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.8
markova et al.,daphnia diversity in water bodies of the po river basin,pastore iv,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.2
markova et al.,daphnia diversity in water bodies of the po river basin,bosco braca,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.3
markova et al.,daphnia diversity in water bodies of the po river basin,cascina pavarini,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.6
markova et al.,daphnia diversity in water bodies of the po river basin,bosco valloni,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.0
markova et al.,daphnia diversity in water bodies of the po river basin,san giorgio,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.4
markova et al.,daphnia diversity in water bodies of the po river basin,forche,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.2
markova et al.,daphnia diversity in water bodies of the po river basin,martignana,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.3
markova et al.,daphnia diversity in water bodies of the po river basin,s. mariamaddalena,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,1.8
markova et al.,daphnia diversity in water bodies of the po river basin,bosco bodini,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.5
markova et al.,daphnia diversity in water bodies of the po river basin,cascina mortara,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.6
markova et al.,daphnia diversity in water bodies of the po river basin,bosco piazza,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.0
markova et al.,daphnia diversity in water bodies of the po river basin,tavernelle,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.5
markova et al.,daphnia diversity in water bodies of the po river basin,vecchio,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.7
markova et al.,daphnia diversity in water bodies of the po river basin,bazzi,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,7.5
markova et al.,daphnia diversity in water bodies of the po river basin,motta,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.0
markova et al.,daphnia diversity in water bodies of the po river basin,cascina ronchetto,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.8
markova et al.,daphnia diversity in water bodies of the po river basin,rita,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.0
markova et al.,daphnia diversity in water bodies of the po river basin,bicocca,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,2.5
markova et al.,daphnia diversity in water bodies of the po river basin,pescaroli ovest,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.9
markova et al.,daphnia diversity in water bodies of the po river basin,pescaroli est,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.5
markova et al.,daphnia diversity in water bodies of the po river basin,sabbie,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,1.4
holgerson et al.,gas transfer velocities in small forested ponds,brookside,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.72
holgerson et al.,gas transfer velocities in small forested ponds,ch,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.96
holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.99
holgerson et al.,gas transfer velocities in small forested ponds,westford,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.74
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 1 (june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.31
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 3 (june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.09
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site a (march-june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.46
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site b (march-june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.46
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site c (march-june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.17
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site d (may 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.44
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 5; site a (march-june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.52
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 5; site b (june 2015),rapplinge alvar; oland; sweden,lake,,,max_depth,0.1
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 1 (june 2016),rapplinge alvar; oland; sweden,lake,,,max_depth,0.38
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 2 (june 2016),rapplinge alvar; oland; sweden,lake,,,max_depth,0.25
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 3 (june 2016),rapplinge alvar; oland; sweden,lake,,,max_depth,0.17
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site a (june 2016),rapplinge alvar; oland; sweden,lake,,,max_depth,0.43
almeida et al.,high primary production contrasts with intense carbon emission in a eutrophic tropical reservoir,ecologicalstationofserid reservoir,serido; brazil,reservoir,,,max_depth,4.0
cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,evv upper lake,kangerlussuaq; greenland,lakes,,,max_depth,5.5
cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,teardrop lake,kangerlussuaq; greenland,lakes,,,max_depth,5.25
cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,potentilla lake,kangerlussuaq; greenland,lakes,,,max_depth,8.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hines,saskatchewan,pothole,,,max_depth,1.1
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood1,saskatchewan,pothole,,,max_depth,1.4
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood2,saskatchewan,pothole,,,max_depth,1.7
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,max_depth,1.1
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith1,saskatchewan,pothole,,,max_depth,1.2
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith2,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,sorrell,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,adams,saskatchewan,pothole,,,max_depth,0.9
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner1,saskatchewan,pothole,,,max_depth,1.2
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner2,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,max_depth,2.5
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn1,saskatchewan,pothole,,,max_depth,1.4
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn2,saskatchewan,pothole,,,max_depth,1.2
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,max_depth,0.8
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood,saskatchewan,pothole,,,max_depth,1.5
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner,saskatchewan,pothole,,,max_depth,1.1
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,max_depth,1.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,max_depth,1.3
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith,saskatchewan,pothole,,,max_depth,1.1
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,max_depth,1.1
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,max_depth,1.0
gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,max_depth,3.5
burger; magdalena; berger; sina; spangenberg; ines; blodau; christian,summer fluxes of methane and carbon dioxide from a pond and floating mat in a continental canadian peatland,wylde lake bog,ontario,pond,,,max_depth,0.8
strat; daniela,wetlands - as significant features of the salt karst landscape in the meledic plateau; vrancea subcarpathians; romania,lacul meledic,meledic plateu romania,lake,,,max_depth,6.9
strat; daniela,wetlands - as significant features of the salt karst landscape in the meledic plateau; vrancea subcarpathians; romania,,meledic plateu romania,pond,,,max_depth,0.5
